CODRE;NOMRE;NIVEL;COD_TCE;CODRENUMERO;NOMREC;VALIDO;TIPO;IMPORTADO;CODRE_ORIGEM;ENVIADO_TCE;CONTA_SICONFI;CORRELACIONADO;ALTERADO_TCE;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;PERMITE_DESDOBRO;N11;CONTA_MATRIZ;EXCLUIDO;PK_RECTAB;DB;
1999.12.2.2.00.00;ÔNUS DE SUCUMBÊNCIA – MULTAS E JUROS;7;;199912220000;ÔNUS DE SUCUMBÊNCIA – MULTAS E JUROS;S;A;S;1999.12.2.2.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.2.00.00;1999.12.2.2.00.00;1999.12.2.2.00.00;;;;;;24000000000001548;1;
1999.12.2.3.00.00;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA;7;;199912230000;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA;S;A;S;1999.12.2.3.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.3.00.00;1999.12.2.3.00.00;1999.12.2.3.00.00;;;;;;24000000000001549;1;
1999.12.2.4.00.00;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – MULTAS E JUROS;7;;199912240000;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1999.12.2.4.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.4.00.00;1999.12.2.4.00.00;1999.12.2.4.00.00;;;;;;24000000000001550;1;
1999.12.2.5.00.00;ÔNUS DE SUCUMBÊNCIA – MULTAS;7;;199912250000;ÔNUS DE SUCUMBÊNCIA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.12.2.5.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.5.00.00;1999.12.2.5.00.00;1999.12.2.5.00.00;;;;;;24000000000001551;1;
1999.12.2.6.00.00;ÔNUS DE SUCUMBÊNCIA – JUROS;7;;199912260000;ÔNUS DE SUCUMBÊNCIA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.12.2.6.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.6.00.00;1999.12.2.6.00.00;1999.12.2.6.00.00;;;;;;24000000000001552;1;
1999.12.2.7.00.00;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – MULTAS;7;;199912270000;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.12.2.7.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.7.00.00;1999.12.2.7.00.00;1999.12.2.7.00.00;;;;;;24000000000001553;1;
1999.12.2.8.00.00;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – JUROS;7;;199912280000;ÔNUS DE SUCUMBÊNCIA – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.12.2.8.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.12.0.0.00.00;1999.12.2.0.00.00;1999.12.2.8.00.00;1999.12.2.8.00.00;1999.12.2.8.00.00;;;;;;24000000000001554;1;
1999.15.0.0.00.00;TRANSAÇÃO RESOL.LITÍGIOS RECEITAS NÃO ADMINISTRADA RFB;5;;199915000000;TRANSAÇÃO RESOLUTIVA DE LITÍGIOS DE RECEITAS NÃO ADMINISTRADAS PELA RFB;S;S;S;1999.15.0.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.15.0.0.00.00;1999.15.0.0.00.00;1999.15.0.0.00.00;1999.15.0.0.00.00;1999.15.0.0.00.00;;;;;;24000000000001555;1;
1999.15.0.1.00.00;TRANS.RESOL.LITÍGIOS REC.NÃO ADMIN.RFB-PRINCIPAL;7;;199915010000;TRANSAÇÃO RESOLUTIVA DE LITÍGIOS DE RECEITAS NÃO ADMINISTRADAS PELA RFB – PRINCIPAL;S;A;S;1999.15.0.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.15.0.0.00.00;1999.15.0.0.00.00;1999.15.0.1.00.00;1999.15.0.1.00.00;1999.15.0.1.00.00;;;;;;24000000000001556;1;
1999.16.0.0.00.00;TÍTULOS EXECUTIVOS EXTRAJUDICIAIS;5;;199916000000;TÍTULOS EXECUTIVOS EXTRAJUDICIAIS;S;S;S;1999.16.0.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.16.0.0.00.00;1999.16.0.0.00.00;1999.16.0.0.00.00;1999.16.0.0.00.00;1999.16.0.0.00.00;;;;;;24000000000001557;1;
1999.16.1.0.00.00;TERMO DE AJUSTAMENTO DE CONDUTA - TAC;6;;199916100000;TERMO DE AJUSTAMENTO DE CONDUTA – TAC;S;S;S;1999.16.1.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.16.0.0.00.00;1999.16.1.0.00.00;1999.16.1.0.00.00;1999.16.1.0.00.00;1999.16.1.0.00.00;;;;;;24000000000001558;1;
1999.16.1.1.00.00;TERMO AJUSTAMENTO CONDUTA-TAC-PRINCIPAL;7;;199916110000;TERMO DE AJUSTAMENTO DE CONDUTA – TAC – PRINCIPAL;S;A;S;1999.16.1.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.16.0.0.00.00;1999.16.1.0.00.00;1999.16.1.1.00.00;1999.16.1.1.00.00;1999.16.1.1.00.00;;;;;;24000000000001559;1;
1999.18.0.0.00.00;DEMAIS CRÉDITOS REVISÃO CONTRATOS DE CONCESSÃO-PRINCIPAL;5;;199918000000;DEMAIS CRÉDITOS DECORRENTES DA REVISÃO DE CONTRATOS DE CONCESSÃO;S;S;S;1999.18.0.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.18.0.0.00.00;1999.18.0.0.00.00;1999.18.0.0.00.00;1999.18.0.0.00.00;1999.18.0.0.00.00;;;;;;24000000000001560;1;
1999.18.0.1.00.00;DEMAIS CRÉD.REVISÃO CONTR.CONCESSÃO-PRINCIPAL;7;;199918010000;DEMAIS CRÉDITOS DECORRENTES DA REVISÃO DE CONTRATOS DE CONCESSÃO – PRINCIPAL;S;A;S;1999.18.0.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.18.0.0.00.00;1999.18.0.0.00.00;1999.18.0.1.00.00;1999.18.0.1.00.00;1999.18.0.1.00.00;;;;;;24000000000001561;1;
1999.19.0.0.00.00;RECEITAS DE SUBVENÇÕES;5;;199919000000;RECEITAS DE SUBVENÇÕES;S;S;S;1999.19.0.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.19.0.0.00.00;1999.19.0.0.00.00;1999.19.0.0.00.00;1999.19.0.0.00.00;1999.19.0.0.00.00;;;;;;24000000000001562;1;
1999.19.0.1.00.00;RECEITAS DE SUBVENÇÕES – PRINCIPAL;7;;199919010000;RECEITAS DE SUBVENÇÕES – PRINCIPAL;S;A;S;1999.19.0.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.19.0.0.00.00;1999.19.0.0.00.00;1999.19.0.1.00.00;1999.19.0.1.00.00;1999.19.0.1.00.00;;;;;;24000000000001563;1;
1999.99.0.0.00.00;OUTRAS RECEITAS;5;;199999000000;OUTRAS RECEITAS;S;S;S;1999.99.0.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.0.0.00.00;1999.99.0.0.00.00;1999.99.0.0.00.00;1999.99.0.0.00.00;;;;;;24000000000001564;1;
1999.99.2.0.00.00;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB –;6;;199999200000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS;S;S;S;1999.99.2.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.0.00.00;1999.99.2.0.00.00;1999.99.2.0.00.00;;;;;;24000000000001565;1;
1999.99.2.1.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-PRINCIPAL;7;;199999210000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – PRINCIPAL;S;A;S;1999.99.2.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.1.00.00;1999.99.2.1.00.00;1999.99.2.1.00.00;;S;;19999921;;24000000000001566;1;
1999.99.2.1.03.00;Multas Administrativas;8;;199999210300;Multas Administrativas;S;A;N;1999.99.2.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.1.00.00;1999.99.2.1.03.00;1999.99.2.1.03.00;;;;;;24000000000000096;1;
1999.99.2.2.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-MULTAS JUROS;7;;199999220000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – MULTAS E JUROS;S;A;S;1999.99.2.2.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.2.00.00;1999.99.2.2.00.00;1999.99.2.2.00.00;;S;;;;24000000000001567;1;
1999.99.2.2.01.00;Outras Multas e Juros de Mora;8;;199999220100;Outras Multas e Juros de Mora;S;A;N;1999.99.2.2.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.2.00.00;1999.99.2.2.01.00;1999.99.2.2.01.00;;;;;;24000000000000097;1;
1999.99.2.3.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-DÍVIDA ATIVA;7;;199999230000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – DÍVIDA ATIVA;S;A;S;1999.99.2.3.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.3.00.00;1999.99.2.3.00.00;1999.99.2.3.00.00;;;;;;24000000000001568;1;
1999.99.2.4.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-D.ATIVA M/JUROS;7;;199999240000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1999.99.2.4.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.4.00.00;1999.99.2.4.00.00;1999.99.2.4.00.00;;;;;;24000000000001569;1;
1999.99.2.5.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-MULTAS;7;;199999250000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.2.5.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.5.00.00;1999.99.2.5.00.00;1999.99.2.5.00.00;;;;;;24000000000001570;1;
1999.99.2.6.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-JUROS;7;;199999260000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.2.6.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.6.00.00;1999.99.2.6.00.00;1999.99.2.6.00.00;;;;;;24000000000001571;1;
1999.99.2.7.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-D.ATIVA MUTAS;7;;199999270000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.2.7.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.7.00.00;1999.99.2.7.00.00;1999.99.2.7.00.00;;;;;;24000000000001572;1;
1999.99.2.8.00.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-D.ATIVA JUROS;7;;199999280000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – PRIMÁRIAS  – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.2.8.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.2.0.00.00;1999.99.2.8.00.00;1999.99.2.8.00.00;1999.99.2.8.00.00;;;;;;24000000000001573;1;
1999.99.3.0.00.00;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB –;6;;199999300000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS;S;S;S;1999.99.3.0.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.0.00.00;1999.99.3.0.00.00;1999.99.3.0.00.00;;;;;;24000000000001574;1;
1999.99.3.1.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-PRINCIPAL;7;;199999310000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – PRINCIPAL;S;A;S;1999.99.3.1.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.1.00.00;1999.99.3.1.00.00;1999.99.3.1.00.00;;;;;;24000000000001575;1;
1999.99.3.2.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-MULTAS JUROS;7;;199999320000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – MULTAS E JUROS;S;A;S;1999.99.3.2.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.2.00.00;1999.99.3.2.00.00;1999.99.3.2.00.00;;;;;;24000000000001576;1;
1999.99.3.3.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-DÍVIDA ATIVA;7;;199999330000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – DÍVIDA ATIVA;S;A;S;1999.99.3.3.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.3.00.00;1999.99.3.3.00.00;1999.99.3.3.00.00;;;;;;24000000000001577;1;
1999.99.3.4.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-D.ATIVA M/JUROS;7;;199999340000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1999.99.3.4.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.4.00.00;1999.99.3.4.00.00;1999.99.3.4.00.00;;;;;;24000000000001578;1;
1999.99.3.5.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-MULTAS;7;;199999350000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.3.5.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.5.00.00;1999.99.3.5.00.00;1999.99.3.5.00.00;;;;;;24000000000001579;1;
1999.99.3.6.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-JUROS;7;;199999360000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.3.6.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.6.00.00;1999.99.3.6.00.00;1999.99.3.6.00.00;;;;;;24000000000001580;1;
1999.99.3.7.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-DIVIDA ATIVA MULTAS;7;;199999370000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.3.7.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.7.00.00;1999.99.3.7.00.00;1999.99.3.7.00.00;;;;;;24000000000001581;1;
1999.99.3.8.00.00;OUTR.REC.NÃO ARREC.NÃO PROJ.RFB-FINAN.-DIVIDA ATIVA JUROS;7;;199999380000;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB – FINANCEIRAS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1999.99.3.8.00.00;;;;;1000.00.0.0.00.00;1900.00.0.0.00.00;1990.00.0.0.00.00;1999.00.0.0.00.00;1999.99.0.0.00.00;1999.99.3.0.00.00;1999.99.3.8.00.00;1999.99.3.8.00.00;1999.99.3.8.00.00;;;;;;24000000000001582;1;
2000.00.0.0.00.00;RECEITAS DE CAPITAL;1;;200000000000;RECEITAS DE CAPITAL;S;S;S;2000.00.0.0.00.00;;;;;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;2000.00.0.0.00.00;;;;;;24000000000001583;1;
2100.00.0.0.00.00;OPERAÇÕES DE CRÉDITO;2;;210000000000;OPERAÇÕES DE CRÉDITO;S;S;S;2100.00.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;2100.00.0.0.00.00;;;;;;24000000000001584;1;
2110.00.0.0.00.00;OPERAÇÕES DE CRÉDITO – MERCADO INTERNO;3;;211000000000;OPERAÇÕES DE CRÉDITO – MERCADO INTERNO;S;S;S;2110.00.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;2110.00.0.0.00.00;;;;;;24000000000001585;1;
2112.00.0.0.00.00;OPERAÇÕES DE CRÉDITO CONTRATUAIS – MERCADO INTERNO;4;;211200000000;OPERAÇÕES DE CRÉDITO CONTRATUAIS – MERCADO INTERNO;S;S;S;2112.00.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.00.0.0.00.00;2112.00.0.0.00.00;2112.00.0.0.00.00;2112.00.0.0.00.00;2112.00.0.0.00.00;;;;;;24000000000001586;1;
2112.01.0.0.00.00;OPERAÇÕES DE CRÉDITO CONTRATUAIS – MERCADO INTERNO;5;;211201000000;OPERAÇÕES DE CRÉDITO CONTRATUAIS – MERCADO INTERNO;S;S;S;2112.01.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.01.0.0.00.00;2112.01.0.0.00.00;2112.01.0.0.00.00;2112.01.0.0.00.00;2112.01.0.0.00.00;;;;;;24000000000001587;1;
2112.01.0.1.00.00;OP.CRÉDITO CONTRATUAIS-MERC.INTERNO-PRINCIPAL;7;;211201010000;OPERAÇÕES DE CRÉDITO CONTRATUAIS – MERCADO INTERNO;S;A;S;2112.01.0.1.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.01.0.0.00.00;2112.01.0.0.00.00;2112.01.0.1.00.00;2112.01.0.1.00.00;2112.01.0.1.00.00;;;;;;24000000000001588;1;
2112.50.0.0.00.00;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE EDUCAÇÃO;5;;211250000000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE EDUCAÇÃO;S;S;S;2112.50.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.50.0.0.00.00;2112.50.0.0.00.00;2112.50.0.0.00.00;2112.50.0.0.00.00;2112.50.0.0.00.00;;;;;;24000000000001589;1;
2112.50.0.1.00.00;OP.CRÉDITO INTERNAS PROGR.EDUC.-PRINCIPAL;7;;211250010000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE EDUCAÇÃO – PRINCIPAL;S;A;S;2112.50.0.1.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.50.0.0.00.00;2112.50.0.0.00.00;2112.50.0.1.00.00;2112.50.0.1.00.00;2112.50.0.1.00.00;;;;;;24000000000001590;1;
2112.51.0.0.00.00;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SAÚDE;5;;211251000000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SAÚDE;S;S;S;2112.51.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.51.0.0.00.00;2112.51.0.0.00.00;2112.51.0.0.00.00;2112.51.0.0.00.00;2112.51.0.0.00.00;;;;;;24000000000001591;1;
2112.51.0.1.00.00;OP.CRÉDITO INTERNAS PROGR.SAÚDE-PRINCIPAL;7;;211251010000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SAÚDE – PRINCIPAL;S;A;S;2112.51.0.1.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.51.0.0.00.00;2112.51.0.0.00.00;2112.51.0.1.00.00;2112.51.0.1.00.00;2112.51.0.1.00.00;;;;;;24000000000001592;1;
2112.52.0.0.00.00;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO;5;;211252000000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO;S;S;S;2112.52.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.52.0.0.00.00;2112.52.0.0.00.00;2112.52.0.0.00.00;2112.52.0.0.00.00;2112.52.0.0.00.00;;;;;;24000000000001593;1;
2112.52.0.1.00.00;OP.CRÉDITO INTERNAS PROGR.SANEAMENTO-PRINCIPAL;7;;211252010000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SANEAMENTO – PRINCIPAL;S;A;S;2112.52.0.1.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.52.0.0.00.00;2112.52.0.0.00.00;2112.52.0.1.00.00;2112.52.0.1.00.00;2112.52.0.1.00.00;;;;;;24000000000001594;1;
2112.53.0.0.00.00;OPERAÇÕES CRÉDITO INTERNAS PROGRAMAS MEIO AMBIENTE;5;;211253000000;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MEIO AMBIENTE;S;S;S;2112.53.0.0.00.00;;;;;2000.00.0.0.00.00;2100.00.0.0.00.00;2110.00.0.0.00.00;2112.00.0.0.00.00;2112.53.0.0.00.00;2112.53.0.0.00.00;2112.53.0.0.00.00;2112.53.0.0.00.00;2112.53.0.0.00.00;;;;;;24000000000001595;1;
